date, minTemp, maxTemp, clear, cloudy, rain, snow, storm, wind, weekend, holiday, visitorTotal, visitorMale, visitorFemale, visitorKids, VisitorTeenage, VisitorAdult, VisitorElderly, OverMonthlyAverage 
2016-10-20,20, 23, 0, 0, 1, 0, 0, 3, 0, 0,9577, 3027, 6550, 3079, 1486, 1517, 3495,1
2016-10-21,21, 23, 0, 0, 1, 0, 0, 3, 0, 0,9532, 1445, 8087, 3807, 1291, 1801, 2633,1
2016-10-22,20, 23, 0, 0, 1, 0, 1, 4, 1, 0,13712, 5104, 8608, 6023, 2232, 924, 4533,1
2016-10-23,18, 22, 0, 1, 1, 0, 0, 4, 1, 0,10253, 4059, 6194, 4917, 1789, 1646, 1901,1
2016-10-24,21, 24, 0, 1, 1, 0, 0, 3, 0, 0,0, 0, 0, 0, 0, 0, 0,0
2016-10-25,20, 24, 0, 1, 1, 0, 0, 3, 0, 0,6370, 2152, 4218, 2198, 1117, 449, 2606,0
2016-10-26,19, 22, 0, 0, 1, 0, 1, 4, 0, 0,7800, 3520, 4280, 1432, 3018, 1178, 2172,0
2016-10-27,17, 22, 0, 0, 1, 0, 0, 4, 0, 0,8612, 2932, 5680, 4068, 1232, 632, 2680,0
2016-10-28,16, 20, 0, 0, 1, 0, 0, 4, 0, 0,7738, 1623, 6115, 2638, 2074, 340, 2686,0
2016-10-29,14, 17, 0, 1, 1, 0, 0, 4, 1, 0,10704, 1909, 8795, 2459, 1581, 2161, 4503,1
2016-10-30,15, 18, 0, 1, 1, 0, 0, 3, 1, 0,8230, 2781, 5449, 2679, 1481, 973, 3097,0
2016-10-31,15, 19, 0, 0, 1, 0, 0, 3, 0, 0,289, 81, 208, 126, 77, 41, 45,0
2016-11-01,10, 16, 0, 1, 0, 0, 0, 4, 0, 0,4258, 607, 3651, 1027, 1490, 315, 1426,0
2016-11-02,10, 17, 0, 0, 0, 0, 0, 3, 0, 0,4813, 1889, 2924, 2020, 1077, 657, 1059,0
2016-11-03,12, 18, 0, 0, 0, 0, 0, 3, 0, 0,4575, 463, 4112, 1912, 319, 625, 1719,0
2016-11-04,14, 20, 0, 1, 0, 0, 0, 3, 0, 0,8646, 3219, 5427, 3959, 1345, 614, 2728,1
2016-11-05,16, 23, 0, 0, 0, 0, 0, 3, 1, 0,9118, 4140, 4978, 4291, 1122, 453, 3252,1
2016-11-06,16, 23, 0, 1, 0, 0, 0, 3, 1, 0,8581, 2527, 6054, 2730, 882, 2304, 2665,1
2016-11-07,12, 22, 0, 0, 1, 0, 0, 3, 0, 0,1470, 417, 1053, 305, 267, 369, 529,0
2016-11-08,10, 13, 0, 1, 1, 0, 0, 5, 0, 0,8367, 2606, 5761, 2134, 2269, 1671, 2293,1
2016-11-09,11, 14, 0, 1, 0, 0, 0, 3, 0, 0,7501, 2792, 4709, 3027, 1881, 462, 2131,1
2016-11-10,9, 15, 0, 0, 1, 0, 0, 3, 0, 0,7719, 1540, 6179, 3463, 620, 1613, 2023,1
2016-11-11,10, 19, 0, 1, 0, 0, 0, 3, 0, 0,8054, 3711, 4343, 1800, 2742, 971, 2541,1
2016-11-12,14, 21, 0, 1, 0, 0, 0, 3, 1, 0,10005, 1159, 8846, 2031, 3828, 1659, 2487,1
2016-11-13,15, 20, 0, 1, 1, 0, 0, 3, 1, 0,9653, 2191, 7462, 3140, 2307, 1207, 2999,1
2016-11-14,13, 20, 0, 1, 0, 0, 0, 3, 0, 0,3081, 750, 2331, 955, 292, 674, 1160,0
2016-11-15,11, 18, 0, 1, 0, 0, 0, 4, 0, 0,11508, 5745, 5763, 4149, 3106, 1138, 3115,1
2016-11-16,14, 18, 0, 1, 1, 0, 0, 3, 0, 0,7459, 761, 6698, 1192, 2797, 630, 2840,1
2016-11-17,16, 18, 0, 0, 1, 0, 0, 3, 0, 0,11126, 1353, 9773, 2366, 4247, 2035, 2478,1
2016-11-18,17, 24, 0, 1, 1, 0, 0, 3, 0, 0,14652, 6649, 8003, 2115, 1372, 1127, 10038,1
2016-11-19,17, 23, 0, 1, 1, 0, 0, 3, 1, 0,15272, 5051, 10221, 6046, 1127, 1583, 6516,1
2016-11-20,16, 20, 0, 0, 1, 0, 0, 3, 1, 0,13354, 1821, 11533, 4486, 3418, 2141, 3309,1
2016-11-21,15, 21, 0, 1, 1, 0, 0, 3, 0, 0,9999, 3722, 6277, 1375, 3956, 1877, 2791,1
2016-11-22,7, 13, 0, 0, 1, 0, 0, 5, 0, 0,6558, 1222, 5336, 2042, 1796, 330, 2390,1
2016-11-23,4, 8, 0, 0, 1, 1, 0, 4, 0, 0,5943, 1072, 4871, 1025, 1289, 1423, 2206,1
2016-11-24,3, 9, 0, 1, 0, 0, 0, 4, 0, 0,4450, 1357, 3093, 550, 1689, 1027, 1184,0
2016-11-25,8, 12, 0, 0, 1, 0, 0, 3, 0, 0,6704, 2817, 3887, 2079, 474, 701, 3450,1
2016-11-26,6, 11, 0, 1, 1, 0, 0, 3, 1, 0,10005, 2808, 7197, 3237, 2644, 1487, 2637,1
2016-11-27,7, 12, 0, 1, 0, 0, 0, 3, 1, 0,10629, 2996, 7633, 2466, 892, 1250, 6021,1
2016-11-28,9, 13, 0, 1, 0, 0, 0, 3, 0, 0,50, 25, 25, 20, 13, 7, 10,0
2016-11-29,9, 13, 0, 1, 1, 0, 0, 3, 0, 0,4191, 539, 3652, 1052, 1155, 748, 1236,0
2016-11-30,8, 15, 0, 1, 0, 0, 0, 3, 0, 0,5163, 1543, 3620, 1037, 1959, 848, 1319,0
2016-12-01,8, 14, 0, 1, 0, 0, 0, 3, 0, 0,3417, 945, 2472, 1175, 998, 318, 926,0
2016-12-02,9, 14, 0, 1, 0, 0, 0, 3, 0, 0,4025, 1620, 2405, 829, 559, 826, 1811,0
2016-12-03,9, 15, 0, 1, 1, 0, 0, 3, 1, 0,10625, 2582, 8043, 1195, 2639, 3201, 3590,1
2016-12-04,8, 16, 0, 1, 0, 0, 0, 3, 1, 0,10424, 1521, 8903, 3196, 1893, 2356, 2979,1
2016-12-05,8, 18, 0, 1, 0, 0, 0, 4, 0, 0,9999, 4630, 5369, 4257, 2400, 1265, 2077,1
2016-12-06,5, 11, 0, 1, 0, 0, 0, 3, 0, 0,4292, 650, 3642, 1210, 1437, 168, 1477,1
2016-12-07,8, 14, 0, 1, 0, 0, 0, 3, 0, 0,4191, 1391, 2800, 1624, 1200, 614, 753,0
2016-12-08,8, 16, 0, 0, 0, 0, 0, 3, 0, 0,3091, 1224, 1867, 1067, 515, 218, 1291,0
2016-12-09,9, 15, 0, 1, 0, 0, 0, 4, 0, 0,3572, 1372, 2200, 849, 505, 686, 1532,0
2016-12-10,9, 13, 0, 1, 0, 0, 0, 3, 1, 0,10228, 2489, 7739, 3712, 2450, 1854, 2212,1
2016-12-11,10, 14, 0, 1, 0, 0, 0, 3, 1, 0,8867, 2453, 6414, 4015, 1653, 1170, 2029,1
2016-12-12,11, 17, 0, 1, 0, 0, 0, 3, 0, 0,54, 6, 48, 19, 12, 2, 21,0
2016-12-13,5, 15, 0, 0, 1, 0, 0, 4, 0, 0,3462, 1437, 2025, 894, 1072, 237, 1259,0
2016-12-14,2, 9, 0, 1, 0, 0, 0, 4, 0, 0,2551, 357, 2194, 1167, 305, 193, 886,0
2016-12-15,2, 7, 0, 0, 0, 0, 0, 4, 0, 0,3961, 625, 3336, 1747, 807, 155, 1252,0
2016-12-16,3, 8, 0, 0, 0, 0, 0, 3, 0, 0,4526, 1238, 3288, 1434, 985, 757, 1350,1
2016-12-17,5, 12, 0, 1, 0, 0, 0, 3, 1, 0,9070, 930, 8140, 3215, 877, 1139, 3839,1
2016-12-18,10, 16, 0, 1, 0, 0, 0, 3, 1, 0,9437, 3875, 5562, 2275, 2599, 1069, 3494,1
2016-12-19,13, 17, 0, 1, 1, 0, 0, 3, 0, 0,9999, 4103, 5896, 3463, 1297, 744, 4495,1
2016-12-20,13, 15, 0, 0, 1, 0, 0, 3, 0, 0,5326, 1005, 4321, 1917, 1628, 291, 1490,1
2016-12-21,9, 18, 0, 0, 1, 0, 0, 3, 0, 0,4308, 1240, 3068, 1505, 1311, 530, 962,1
2016-12-22,6, 10, 0, 1, 0, 0, 0, 3, 0, 0,3871, 415, 3456, 1643, 637, 685, 906,0
2016-12-23,5, 10, 0, 1, 0, 0, 0, 3, 0, 0,3192, 1549, 1643, 467, 459, 437, 1829,0
2016-12-24,8, 11, 0, 1, 0, 0, 0, 3, 1, 0,8705, 1793, 6912, 3588, 1558, 1543, 2016,1
2016-12-25,9, 13, 0, 0, 1, 0, 0, 3, 1, 0,10235, 3841, 6394, 3603, 1571, 664, 4397,1
2016-12-26,5, 12, 0, 0, 1, 0, 0, 4, 0, 0,176, 55, 121, 44, 27, 28, 77,0
2016-12-27,1, 6, 0, 1, 0, 0, 0, 5, 0, 0,4556, 1685, 2871, 960, 1007, 452, 2137,1
2016-12-28,2, 6, 0, 1, 0, 0, 0, 3, 0, 0,4096, 1526, 2570, 623, 1644, 703, 1126,0
2016-12-29,3, 7, 0, 1, 0, 0, 0, 3, 0, 0,4467, 598, 3869, 1363, 1489, 578, 1037,1
2016-12-30,4, 9, 0, 1, 0, 0, 0, 3, 0, 0,5957, 1636, 4321, 1937, 1729, 950, 1341,1
2016-12-31,6, 13, 0, 0, 0, 0, 0, 3, 1, 0,9999, 2428, 7571, 3280, 2824, 1681, 2214,1
2017-01-01,9, 16, 0, 1, 0, 0, 0, 3, 1, 1,18525, 2596, 15929, 4310, 2078, 5515, 6622,1
2017-01-02,8, 15, 0, 1, 0, 0, 0, 3, 0, 0,11437, 3018, 8419, 4104, 3203, 1678, 2452,1
2017-01-03,8, 14, 0, 1, 0, 0, 0, 3, 0, 0,3793, 464, 3329, 1088, 897, 796, 1012,0
2017-01-04,11, 15, 0, 0, 1, 0, 0, 3, 0, 0,2758, 322, 2436, 612, 540, 271, 1335,0
2017-01-05,10, 12, 0, 0, 1, 0, 0, 3, 0, 0,3124, 1529, 1595, 1071, 390, 600, 1063,0
2017-01-06,11, 14, 0, 0, 1, 0, 0, 3, 0, 0,2816, 907, 1909, 426, 626, 676, 1088,0
2017-01-07,8, 14, 0, 1, 1, 0, 0, 4, 1, 0,5870, 2741, 3129, 1638, 1074, 825, 2333,0
2017-01-08,5, 10, 0, 1, 1, 0, 0, 4, 1, 0,7393, 1057, 6336, 1885, 998, 2023, 2487,1
2017-01-09,4, 8, 0, 1, 0, 0, 0, 3, 0, 0,101, 11, 90, 40, 12, 4, 45,0
2017-01-10,6, 9, 0, 1, 0, 0, 0, 3, 0, 0,4621, 1175, 3446, 1094, 1371, 977, 1179,0
2017-01-11,5, 9, 0, 0, 1, 0, 0, 3, 0, 0,5126, 2264, 2862, 2177, 570, 428, 1951,0
2017-01-12,3, 7, 0, 1, 1, 0, 0, 3, 0, 0,6165, 2212, 3953, 2571, 694, 1394, 1506,1
2017-01-13,2, 10, 0, 0, 0, 0, 0, 3, 0, 0,9178, 3469, 5709, 3687, 2447, 565, 2479,1
2017-01-14,3, 8, 0, 1, 0, 0, 0, 3, 1, 0,11561, 3609, 7952, 2379, 1630, 1767, 5785,1
2017-01-15,2, 7, 0, 1, 0, 0, 0, 3, 1, 0,11637, 4240, 7397, 4803, 3325, 398, 3111,1
2017-01-16,4, 8, 0, 1, 0, 0, 0, 3, 0, 0,510, 61, 449, 82, 157, 98, 173,0
2017-01-17,7, 11, 0, 1, 1, 0, 0, 3, 0, 0,10072, 2737, 7335, 2591, 1488, 1537, 4456,1
2017-01-18,7, 9, 0, 0, 1, 0, 0, 3, 0, 0,11251, 4267, 6984, 4903, 2289, 1921, 2138,1
2017-01-19,0, 9, 0, 1, 0, 0, 0, 4, 0, 0,8735, 2828, 5907, 2594, 1765, 2021, 2355,1
2017-01-20,-1, 4, 0, 1, 0, 0, 0, 4, 0, 0,9201, 1988, 7213, 1539, 3123, 712, 3827,1
2017-01-21,0, 6, 0, 0, 0, 0, 0, 3, 1, 0,10561, 5171, 5390, 4885, 1422, 765, 3489,1
2017-01-22,0, 6, 0, 0, 0, 0, 0, 3, 1, 0,10954, 1563, 9391, 3506, 2936, 843, 3669,1
2017-01-23,1, 7, 0, 0, 0, 0, 0, 3, 0, 0,94, 22, 72, 21, 29, 13, 31,0
2017-01-24,2, 9, 0, 1, 0, 0, 0, 3, 0, 0,11498, 1891, 9607, 5713, 760, 1403, 3622,1
2017-01-25,4, 10, 0, 1, 0, 0, 0, 3, 0, 0,654, 132, 522, 131, 93, 189, 241,0
2017-01-26,5, 12, 0, 1, 0, 0, 0, 3, 0, 0,209, 65, 144, 98, 30, 32, 49,0
2017-01-27,6, 10, 0, 1, 0, 0, 0, 4, 0, 0,129, 22, 107, 28, 14, 12, 75,0
2017-01-28,10, 15, 0, 1, 0, 0, 0, 3, 1, 0,16639, 3499, 13140, 8311, 1518, 1657, 5153,1
2017-01-29,3, 20, 0, 1, 1, 0, 0, 4, 1, 0,23518, 3620, 19898, 10188, 6284, 2155, 4891,1
2017-01-30,2, 6, 0, 1, 0, 0, 0, 4, 0, 0,27405, 5798, 21607, 7609, 9340, 4803, 5653,1
2017-01-31,3, 6, 0, 1, 1, 0, 0, 3, 0, 0,27028, 4317, 22711, 3256, 8419, 5503, 9850,1
2017-02-01,4, 6, 0, 1, 0, 0, 0, 3, 0, 0,26057, 8924, 17133, 11894, 3081, 4009, 7073,1
2017-02-02,5, 8, 0, 1, 1, 0, 0, 3, 0, 0,22339, 2998, 19341, 7086, 2792, 1722, 10739,1
2017-02-03,8, 9, 0, 0, 1, 0, 0, 3, 0, 0,17326, 8086, 9240, 6355, 1540, 2133, 7298,1
2017-02-04,6, 10, 0, 1, 1, 0, 0, 3, 1, 0,15889, 2976, 12913, 7384, 3301, 2383, 2821,1
2017-02-05,4, 10, 0, 1, 0, 0, 0, 4, 1, 0,17779, 2487, 15292, 8069, 2652, 1836, 5222,1
2017-02-06,4, 10, 0, 1, 0, 0, 0, 4, 0, 0,198, 78, 120, 53, 50, 38, 57,0
2017-02-07,6, 9, 0, 1, 1, 0, 0, 3, 0, 0,14879, 5790, 9089, 5014, 1502, 1315, 7048,1
2017-02-08,0, 6, 0, 0, 1, 1, 0, 4, 0, 0,13770, 1860, 11910, 2422, 1198, 2358, 7792,1
2017-02-09,-1, 5, 0, 0, 0, 0, 0, 4, 0, 0,11148, 3384, 7764, 1388, 1271, 2103, 6386,1
2017-02-10,-1, 6, 0, 0, 0, 0, 0, 3, 0, 0,9623, 2634, 6989, 4229, 2610, 329, 2455,1
2017-02-11,1, 8, 0, 0, 0, 0, 0, 3, 1, 0,12297, 3739, 8558, 4473, 2075, 1248, 4501,1
2017-02-12,2, 11, 0, 0, 0, 0, 0, 3, 1, 0,10073, 3274, 6799, 1605, 1549, 2695, 4224,1
2017-02-13,4, 13, 0, 0, 0, 0, 0, 3, 0, 0,174, 64, 110, 76, 11, 42, 45,0
2017-02-14,5, 15, 0, 1, 0, 0, 0, 3, 0, 0,7607, 2746, 4861, 1918, 940, 1840, 2909,0
2017-02-15,7, 16, 0, 1, 0, 0, 0, 3, 0, 0,5165, 1153, 4012, 1482, 491, 468, 2724,0
2017-02-16,9, 17, 0, 1, 1, 0, 0, 3, 0, 0,3993, 1682, 2311, 1349, 1093, 595, 956,0
2017-02-17,5, 10, 0, 0, 1, 0, 0, 3, 0, 0,4184, 479, 3705, 831, 545, 603, 2205,0
2017-02-18,6, 12, 0, 1, 0, 0, 0, 3, 1, 0,9249, 1682, 7567, 2077, 1524, 1469, 4179,1
2017-02-19,8, 18, 0, 1, 1, 0, 0, 4, 1, 0,11019, 4898, 6121, 2343, 3979, 1667, 3030,1
2017-02-20,0, 0, 0, 0, 0, 0, 0, 4, 0, 0,306, 149, 157, 92, 63, 47, 104,0
2017-02-21,6, 11, 0, 1, 1, 0, 0, 4, 0, 0,3452, 717, 2735, 1591, 785, 485, 591,0
2017-02-22,3, 9, 0, 0, 1, 0, 0, 4, 0, 0,3886, 401, 3485, 1346, 809, 522, 1209,0
2017-02-23,2, 7, 0, 1, 0, 0, 0, 4, 0, 0,3444, 1467, 1977, 1703, 813, 143, 785,0
2017-02-24,2, 9, 0, 1, 0, 0, 0, 3, 0, 0,3297, 1293, 2004, 1308, 411, 744, 834,0
2017-02-25,4, 12, 0, 1, 0, 0, 0, 3, 1, 0,7926, 2730, 5196, 2450, 2385, 475, 2616,0
2017-02-26,5, 14, 0, 1, 0, 0, 0, 3, 1, 0,7988, 1308, 6680, 3794, 1532, 1265, 1397,0
2017-02-27,7, 14, 0, 0, 0, 0, 0, 3, 0, 0,306, 65, 241, 105, 22, 80, 99,0
2017-02-28,8, 15, 0, 1, 0, 0, 0, 3, 0, 0,2519, 298, 2221, 467, 498, 349, 1205,0
2017-03-01,3, 16, 0, 1, 0, 0, 0, 4, 0, 0,2831, 1128, 1703, 1296, 401, 304, 830,0
2017-03-02,3, 10, 0, 0, 0, 0, 0, 3, 0, 0,2558, 1022, 1536, 274, 844, 650, 790,0
2017-03-03,6, 13, 0, 1, 0, 0, 0, 3, 0, 0,2565, 499, 2066, 967, 456, 520, 622,0
2017-03-04,8, 19, 0, 1, 1, 0, 0, 3, 1, 0,7710, 2691, 5019, 1297, 3111, 1597, 1705,1
2017-03-05,6, 13, 0, 1, 1, 0, 0, 4, 1, 0,8369, 2569, 5800, 2394, 936, 2178, 2861,1
2017-03-06,4, 12, 0, 1, 0, 0, 0, 4, 0, 0,9999, 3420, 6579, 3753, 2996, 1294, 1956,1
2017-03-07,6, 14, 0, 1, 0, 0, 0, 3, 0, 0,3109, 419, 2690, 1437, 712, 446, 514,0
2017-03-08,5, 13, 0, 0, 0, 0, 0, 3, 0, 0,3163, 429, 2734, 482, 387, 412, 1882,0
2017-03-09,8, 17, 0, 1, 0, 0, 0, 3, 0, 0,2691, 1266, 1425, 775, 401, 579, 936,0
2017-03-10,11, 18, 0, 1, 0, 0, 0, 3, 0, 0,4421, 756, 3665, 893, 1046, 1167, 1315,0
2017-03-11,11, 16, 0, 1, 0, 0, 0, 3, 1, 0,9525, 1393, 8132, 1142, 1084, 2475, 4824,1
2017-03-12,9, 14, 0, 0, 1, 0, 0, 4, 1, 0,8696, 1172, 7524, 1484, 3218, 1206, 2788,1
2017-03-13,6, 10, 0, 1, 1, 0, 0, 4, 0, 0,294, 119, 175, 72, 96, 34, 92,0
2017-03-14,5, 12, 0, 0, 0, 0, 0, 3, 0, 0,3616, 1575, 2041, 992, 1297, 592, 735,0
2017-03-15,7, 13, 0, 1, 0, 0, 0, 3, 0, 0,4260, 1012, 3248, 1514, 501, 728, 1517,0
2017-03-16,7, 12, 0, 1, 0, 0, 0, 3, 0, 0,7624, 2573, 5051, 1806, 1228, 976, 3614,1
2017-03-17,8, 14, 0, 1, 1, 0, 0, 3, 0, 0,4739, 1870, 2869, 1850, 797, 356, 1736,0
2017-03-18,11, 14, 0, 1, 1, 0, 0, 3, 1, 0,8584, 2369, 6215, 4056, 1333, 798, 2397,1
2017-03-19,10, 14, 0, 0, 1, 0, 0, 3, 1, 0,9586, 3443, 6143, 1558, 1990, 1850, 4188,1
2017-03-20,9, 13, 0, 1, 1, 0, 0, 4, 0, 0,122, 58, 64, 24, 23, 28, 47,0
2017-03-21,8, 15, 0, 1, 0, 0, 0, 3, 0, 0,3880, 1562, 2318, 1215, 348, 366, 1951,0
2017-03-22,9, 11, 0, 0, 1, 0, 0, 3, 0, 0,7131, 1539, 5592, 3103, 812, 344, 2872,1
2017-03-23,8, 11, 0, 0, 1, 0, 0, 3, 0, 0,6001, 2822, 3179, 2127, 1815, 694, 1365,1
2017-03-24,8, 12, 0, 1, 1, 0, 0, 3, 0, 0,7168, 1206, 5962, 2250, 1741, 1522, 1655,1
2017-03-25,8, 15, 0, 1, 0, 0, 0, 3, 1, 0,12258, 2036, 10222, 2367, 3930, 2245, 3716,1
2017-03-26,9, 17, 0, 1, 0, 0, 0, 4, 1, 0,9081, 3752, 5329, 3026, 2073, 692, 3290,1
2017-03-27,12, 19, 0, 0, 0, 0, 0, 3, 0, 0,228, 61, 167, 31, 82, 42, 73,0
2017-03-28,11, 21, 0, 1, 0, 0, 0, 4, 0, 0,7235, 3247, 3988, 3354, 862, 1092, 1927,1
2017-03-29,11, 16, 0, 1, 0, 0, 0, 3, 0, 0,6432, 1248, 5184, 2752, 1210, 1214, 1256,1
2017-03-30,9, 13, 0, 0, 1, 0, 1, 4, 0, 0,6824, 1296, 5528, 2209, 1733, 889, 1993,1
2017-03-31,7, 14, 0, 1, 0, 0, 0, 4, 0, 0,6860, 840, 6020, 3319, 847, 1043, 1651,1
2017-04-01,9, 16, 0, 1, 0, 0, 0, 3, 1, 0,7719, 2643, 5076, 1865, 1723, 522, 3609,0
2017-04-02,11, 21, 0, 0, 0, 0, 0, 3, 1, 0,16396, 4114, 12282, 6029, 1463, 956, 7948,1
2017-04-03,13, 22, 0, 1, 0, 0, 0, 3, 0, 0,18960, 6683, 12277, 2185, 3150, 3370, 10255,1
2017-04-04,15, 19, 0, 1, 1, 0, 0, 4, 0, 0,13432, 6147, 7285, 4728, 3739, 634, 4331,1
2017-04-05,16, 22, 0, 0, 1, 0, 0, 3, 0, 0,4575, 929, 3646, 1713, 1256, 777, 829,0
2017-04-06,15, 21, 0, 0, 1, 0, 0, 3, 0, 0,4477, 1101, 3376, 1489, 478, 1230, 1280,0
2017-04-07,13, 16, 0, 1, 1, 0, 0, 3, 0, 0,9081, 2075, 7006, 1141, 3907, 1055, 2978,1
2017-04-08,12, 22, 0, 1, 1, 0, 0, 4, 1, 0,7716, 2336, 5380, 3715, 1475, 1071, 1455,0
2017-04-09,11, 13, 0, 0, 1, 0, 0, 3, 1, 0,8685, 3462, 5223, 1475, 1603, 2393, 3214,1
2017-04-10,11, 14, 0, 0, 1, 0, 0, 3, 0, 0,154, 33, 121, 39, 35, 25, 55,0
2017-04-11,11, 14, 0, 1, 0, 0, 0, 3, 0, 0,7061, 2291, 4770, 1952, 739, 2021, 2349,0
2017-04-12,10, 17, 0, 1, 0, 0, 0, 3, 0, 0,5993, 1414, 4579, 1740, 1945, 594, 1714,0
2017-04-13,13, 22, 0, 0, 0, 0, 0, 4, 0, 0,5327, 1635, 3692, 2599, 536, 439, 1753,0
2017-04-14,16, 26, 0, 0, 0, 0, 0, 3, 0, 0,5997, 2973, 3024, 1942, 615, 597, 2843,0
2017-04-15,18, 30, 0, 1, 0, 0, 0, 3, 1, 0,10048, 3978, 6070, 1563, 3660, 1521, 3304,1
2017-04-16,19, 27, 0, 0, 1, 0, 0, 4, 1, 0,9101, 2525, 6576, 4353, 733, 1685, 2330,1
2017-04-17,16, 24, 0, 1, 1, 0, 0, 4, 0, 0,718, 102, 616, 348, 155, 63, 152,0
2017-04-18,15, 28, 0, 0, 0, 0, 0, 4, 0, 0,6969, 3326, 3643, 1276, 2061, 1688, 1944,0
2017-04-19,17, 25, 0, 1, 1, 0, 0, 4, 0, 0,4965, 1109, 3856, 997, 1353, 1277, 1338,0
2017-04-20,16, 24, 0, 1, 0, 0, 0, 3, 0, 0,6135, 1842, 4293, 1223, 498, 1098, 3316,0
2017-04-21,14, 23, 0, 1, 0, 0, 0, 3, 0, 0,7837, 3704, 4133, 1855, 2734, 605, 2643,1
2017-04-22,13, 21, 0, 1, 0, 0, 0, 3, 1, 0,9912, 2598, 7314, 3015, 1116, 2272, 3509,1
2017-04-23,14, 23, 0, 1, 0, 0, 0, 3, 1, 0,9841, 2072, 7769, 3393, 1681, 1642, 3125,1
2017-04-24,16, 24, 0, 1, 0, 0, 0, 3, 0, 0,225, 88, 137, 24, 23, 53, 125,0
2017-04-25,16, 25, 0, 0, 1, 0, 0, 4, 0, 0,7501, 903, 6598, 2063, 838, 1326, 3274,0
2017-04-26,14, 20, 0, 1, 1, 0, 0, 3, 0, 0,7232, 3226, 4006, 2193, 820, 1829, 2390,0
2017-04-27,14, 22, 0, 1, 0, 0, 0, 3, 0, 0,4270, 1529, 2741, 574, 1180, 463, 2053,0
2017-04-28,17, 26, 0, 0, 0, 0, 0, 3, 0, 0,6894, 3435, 3459, 1391, 1521, 1259, 2723,0
2017-04-29,18, 28, 0, 0, 0, 0, 0, 3, 1, 0,17721, 3713, 14008, 2380, 2513, 1903, 10925,1
2017-04-30,19, 30, 0, 1, 0, 0, 0, 3, 1, 0,24885, 11860, 13025, 8613, 7598, 2566, 6108,1
2017-05-01,19, 29, 0, 1, 1, 0, 0, 3, 0, 0,15013, 3281, 11732, 6708, 901, 1652, 5752,1
2017-05-02,18, 21, 0, 0, 1, 0, 0, 4, 0, 0,5217, 1380, 3837, 926, 1942, 608, 1741,0
2017-05-03,18, 22, 0, 1, 1, 0, 0, 4, 0, 0,3881, 1105, 2776, 1427, 822, 559, 1073,0
2017-05-04,18, 21, 0, 1, 1, 0, 0, 3, 0, 0,5786, 2391, 3395, 2883, 1145, 857, 901,0
2017-05-05,17, 22, 0, 1, 0, 0, 0, 3, 0, 0,7148, 3215, 3933, 2316, 1653, 505, 2674,1
2017-05-06,17, 24, 0, 1, 0, 0, 0, 3, 1, 0,12126, 4024, 8102, 5289, 2315, 654, 3868,1
2017-05-07,18, 26, 0, 1, 1, 0, 0, 3, 1, 0,11930, 2742, 9188, 2056, 3988, 2209, 3677,1
2017-05-08,16, 20, 0, 0, 1, 0, 0, 4, 0, 0,420, 55, 365, 185, 38, 79, 118,0
2017-05-09,18, 25, 0, 1, 0, 0, 0, 4, 0, 0,3761, 1360, 2401, 1518, 406, 850, 987,0
2017-05-10,20, 30, 0, 1, 0, 0, 0, 3, 0, 0,3596, 1343, 2253, 699, 837, 496, 1564,0
2017-05-11,20, 31, 0, 1, 1, 0, 0, 3, 0, 0,3470, 1663, 1807, 1481, 764, 259, 966,0
2017-05-12,19, 26, 0, 1, 1, 0, 0, 3, 0, 0,7463, 3481, 3982, 1646, 2436, 1182, 2199,1
2017-05-13,20, 29, 0, 1, 0, 0, 0, 3, 1, 0,7578, 2785, 4793, 2682, 2299, 1117, 1480,1
2017-05-14,19, 27, 0, 1, 0, 0, 0, 3, 1, 0,8735, 3660, 5075, 3465, 621, 725, 3924,1
2017-05-15,18, 26, 0, 1, 1, 0, 0, 3, 0, 0,633, 311, 322, 214, 203, 86, 130,0
2017-05-16,17, 22, 0, 1, 1, 0, 0, 3, 0, 0,5090, 885, 4205, 2292, 894, 586, 1318,0
2017-05-17,18, 28, 0, 0, 0, 0, 0, 3, 0, 0,4054, 1087, 2967, 842, 1203, 969, 1040,0
2017-05-18,19, 29, 0, 1, 0, 0, 0, 3, 0, 0,5473, 1315, 4158, 1283, 1924, 594, 1672,0
2017-05-19,20, 27, 0, 1, 0, 0, 0, 3, 0, 0,7391, 1327, 6064, 1669, 1675, 1641, 2406,1
2017-05-20,20, 27, 0, 1, 0, 0, 0, 4, 1, 0,11116, 3634, 7482, 2952, 1428, 2179, 4557,1
2017-05-21,20, 28, 0, 1, 0, 0, 0, 4, 1, 0,11027, 5358, 5669, 5157, 2577, 1528, 1765,1
2017-05-22,21, 28, 0, 1, 0, 0, 0, 3, 0, 0,687, 91, 596, 109, 289, 99, 190,0
2017-05-23,20, 25, 0, 0, 1, 0, 0, 4, 0, 0,3747, 1110, 2637, 1110, 504, 436, 1697,0
2017-05-24,18, 22, 0, 1, 1, 0, 0, 4, 0, 0,4068, 841, 3227, 1114, 1350, 261, 1343,0
2017-05-25,19, 28, 0, 1, 0, 0, 0, 3, 0, 0,4394, 923, 3471, 695, 757, 1426, 1516,0
2017-05-26,19, 27, 0, 0, 0, 0, 0, 3, 0, 0,4397, 1729, 2668, 1257, 1239, 627, 1274,0
2017-05-27,21, 30, 0, 0, 0, 0, 0, 3, 1, 0,6402, 2709, 3693, 832, 816, 1364, 3390,0
